,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
572,scene0679_01,17,[31],find the telephone that is closer to the table,scene0679_01-telephone-2-17-31,horizontal,closest,telephone,['table'],[5],"['find', 'the', 'telephone', 'that', 'is', 'closer', 'to', 'the', 'table']",sr3d,True,True,True,find the telephone that is closer to the table,telephone,"['table', 'telephone']","['table', 'telephone']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe']]"
573,scene0547_01,43,"[14, 42]",choose the chair that is in the center of the door and the radiator,scene0547_01-chair-3-43-14-42,between,between,chair,"['door', 'radiator']","[0, 51]","['choose', 'the', 'chair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'radiator']",sr3d,True,True,True,choose the chair that is in the center of the door and the radiator,chair,"['door', 'radiator', 'chair']","['door', 'radiator', 'chair']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
574,scene0010_00,58,"[22, 56, 57, 59]",the computer tower that is farthest from the bag,scene0010_00-computer_tower-5-58-22-56-57-59,horizontal,farthest,computer tower,['bag'],[0],"['the', 'computer', 'tower', 'that', 'is', 'farthest', 'from', 'the', 'bag']",sr3d,True,True,True,the computer tower that is farthest from the bag,computer tower,"['bag', 'computer tower']","['bag', 'computer tower']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine']]"
575,scene0626_01,3,[2],the chair that is far away from the couch,scene0626_01-chair-2-3-2,horizontal,farthest,chair,['couch'],[10],"['the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'couch']",sr3d,True,True,True,the chair that is far away from the couch,chair,"['couch', 'chair']","['couch', 'chair']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
576,scene0000_00,6,[5],the curtain that is closer to the mirror,scene0000_00-curtain-2-6-5,horizontal,closest,curtain,['mirror'],[64],"['the', 'curtain', 'that', 'is', 'closer', 'to', 'the', 'mirror']",sr3d,True,True,True,the curtain that is closer to the mirror,curtain,"['mirror', 'curtain']","['mirror', 'curtain']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
577,scene0613_01,18,[8],select the door that is farthest from the window,scene0613_01-door-2-18-8,horizontal,farthest,door,['window'],[7],"['select', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'window']",sr3d,True,True,True,select the door that is farthest from the window,door,"['window', 'door']","['window', 'door']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
578,scene0253_00,14,"[12, 13]",select the chair that is closer to the curtain,scene0253_00-chair-3-14-12-13,horizontal,closest,chair,['curtain'],[17],"['select', 'the', 'chair', 'that', 'is', 'closer', 'to', 'the', 'curtain']",sr3d,True,True,True,select the chair that is closer to the curtain,chair,"['curtain', 'chair']","['curtain', 'chair']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
579,scene0395_00,28,"[22, 27]",the file cabinet that is far from the computer tower,scene0395_00-file_cabinet-3-28-22-27,horizontal,farthest,file cabinet,['computer tower'],[18],"['the', 'file', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'computer', 'tower']",sr3d,True,True,True,the file cabinet that is far from the computer tower,file cabinet,"['computer tower', 'file cabinet']","['computer tower', 'file cabinet']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
580,scene0309_01,16,[64],select the person that is far away from the copier,scene0309_01-person-2-16-64,horizontal,farthest,person,['copier'],[66],"['select', 'the', 'person', 'that', 'is', 'far', 'away', 'from', 'the', 'copier']",sr3d,True,True,True,select the person that is far away from the copier,person,"['copier', 'person']","['copier', 'person']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['person', 'picture', 'object', 'machine', 'doll', 'case', 'block', 'paper', 'star', 'fish', 'mouse']]"
581,scene0179_00,16,[14],select the chair that is far from the plant,scene0179_00-chair-2-16-14,horizontal,farthest,chair,['plant'],[9],"['select', 'the', 'chair', 'that', 'is', 'far', 'from', 'the', 'plant']",sr3d,True,True,True,select the chair that is far from the plant,chair,"['plant', 'chair']","['plant', 'chair']","[['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
582,scene0152_02,6,"[7, 8, 13]",the table that is near the doors,scene0152_02-table-4-6-7-8-13,horizontal,closest,table,['doors'],[9],"['the', 'table', 'that', 'is', 'near', 'the', 'doors']",sr3d,True,True,True,the table that is near the doors,table,"['door', 'table']","['door', 'table']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
583,scene0270_00,0,[1],the bed that is far from the telephone,scene0270_00-bed-2-0-1,horizontal,farthest,bed,['telephone'],[33],"['the', 'bed', 'that', 'is', 'far', 'from', 'the', 'telephone']",sr3d,True,True,True,the bed that is far from the telephone,bed,"['telephone', 'bed']","['telephone', 'bed']","[['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
584,scene0517_01,43,"[24, 36]",choose the trash can that is close to the blanket,scene0517_01-trash_can-3-43-24-36,horizontal,closest,trash can,['blanket'],[59],"['choose', 'the', 'trash', 'can', 'that', 'is', 'close', 'to', 'the', 'blanket']",sr3d,True,True,True,choose the trash can that is close to the blanket,trash can,"['blanket', 'trash can']","['blanket', 'trash can']","[['blanket', 'cloth', 'towel', 'pillow', 'sock', 'hand towel', 'picture', 'coat', 'washcloth', 'mattress', 'clothes'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
585,scene0057_00,5,[19],the window that is far from the stool,scene0057_00-window-2-5-19,horizontal,farthest,window,['stool'],[11],"['the', 'window', 'that', 'is', 'far', 'from', 'the', 'stool']",sr3d,True,True,True,the window that is far from the stool,window,"['stool', 'window']","['stool', 'window']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
586,scene0610_02,29,"[16, 17]",select the bottle that is farthest from the door,scene0610_02-bottle-3-29-16-17,horizontal,farthest,bottle,['door'],[1],"['select', 'the', 'bottle', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,select the bottle that is farthest from the door,bottle,"['door', 'bottle']","['door', 'bottle']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bottle', 'water bottle', 'spray bottle', 'beer bottles', 'soap bottle', 'shampoo bottle', 'case of water bottles', 'lotion bottle', 'dispenser', 'cup', 'mouthwash bottle']]"
587,scene0673_02,13,"[36, 62]",select the picture that is close to the coffee table,scene0673_02-picture-3-13-36-62,horizontal,closest,picture,['coffee table'],[72],"['select', 'the', 'picture', 'that', 'is', 'close', 'to', 'the', 'coffee', 'table']",sr3d,True,True,True,select the picture that is close to the coffee table,picture,"['coffee table', 'picture']","['coffee table', 'picture']","[['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
588,scene0477_01,0,"[26, 33]",the trash can that is far from the toilet,scene0477_01-trash_can-3-0-26-33,horizontal,farthest,trash can,['toilet'],[14],"['the', 'trash', 'can', 'that', 'is', 'far', 'from', 'the', 'toilet']",sr3d,True,True,True,the trash can that is far from the toilet,trash can,"['toilet', 'trash can']","['toilet', 'trash can']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
589,scene0673_05,60,[4],select the picture that is close to the kitchen counter,scene0673_05-picture-2-60-4,horizontal,closest,picture,['kitchen counter'],[10],"['select', 'the', 'picture', 'that', 'is', 'close', 'to', 'the', 'kitchen', 'counter']",sr3d,True,True,True,select the picture that is close to the kitchen counter,picture,"['kitchen counter', 'picture']","['kitchen counter', 'picture']","[['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
590,scene0352_01,7,[6],find the table that is under the picture,scene0352_01-table-2-7-6,vertical,below,table,['picture'],[29],"['find', 'the', 'table', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True,find the table that is under the picture,table,"['picture', 'table']","['picture', 'table']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
591,scene0525_02,12,[13],find the table that is farthest from the desk,scene0525_02-table-2-12-13,horizontal,farthest,table,['desk'],[25],"['find', 'the', 'table', 'that', 'is', 'farthest', 'from', 'the', 'desk']",sr3d,True,True,True,find the table that is farthest from the desk,table,"['desk', 'table']","['desk', 'table']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
592,scene0320_00,16,"[15, 27, 28, 31]",select the office chair that is close to the backpack,scene0320_00-office_chair-5-16-15-27-28-31,horizontal,closest,office chair,['backpack'],[21],"['select', 'the', 'office', 'chair', 'that', 'is', 'close', 'to', 'the', 'backpack']",sr3d,True,True,True,select the office chair that is close to the backpack,office chair,"['backpack', 'office chair']","['backpack', 'office chair']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat']]"
593,scene0101_05,32,[33],the stool that is near the laundry hamper,scene0101_05-stool-2-32-33,horizontal,closest,stool,['laundry hamper'],[8],"['the', 'stool', 'that', 'is', 'near', 'the', 'laundry', 'hamper']",sr3d,True,True,True,the stool that is near the laundry hamper,stool,"['laundry hamper', 'stool']","['laundry hamper', 'stool']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
594,scene0002_01,52,[53],select the radiator that is near the microwave,scene0002_01-radiator-2-52-53,horizontal,closest,radiator,['microwave'],[41],"['select', 'the', 'radiator', 'that', 'is', 'near', 'the', 'microwave']",sr3d,True,True,True,select the radiator that is near the microwave,radiator,"['microwave', 'radiator']","['microwave', 'radiator']","[['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail']]"
595,scene0263_01,10,[9],find the desk that is close to the window,scene0263_01-desk-2-10-9,horizontal,closest,desk,['window'],[18],"['find', 'the', 'desk', 'that', 'is', 'close', 'to', 'the', 'window']",sr3d,True,True,True,find the desk that is close to the window,desk,"['window', 'desk']","['window', 'desk']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
596,scene0517_01,21,[40],choose the dresser that is closer to the curtain,scene0517_01-dresser-2-21-40,horizontal,closest,dresser,['curtain'],[11],"['choose', 'the', 'dresser', 'that', 'is', 'closer', 'to', 'the', 'curtain']",sr3d,True,True,True,choose the dresser that is closer to the curtain,dresser,"['curtain', 'dresser']","['curtain', 'dresser']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
597,scene0012_01,16,[0],the door that is far from the board,scene0012_01-door-2-16-0,horizontal,farthest,door,['board'],[26],"['the', 'door', 'that', 'is', 'far', 'from', 'the', 'board']",sr3d,True,True,True,the door that is far from the board,door,"['board', 'door']","['board', 'door']","[['board', 'picture', 'case', 'block', 'card', 'box', 'display', 'machine', 'clip', 'step', 'stand'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
598,scene0604_00,3,[2],the chair that is beside the radiator,scene0604_00-chair-2-3-2,horizontal,closest,chair,['radiator'],[27],"['the', 'chair', 'that', 'is', 'beside', 'the', 'radiator']",sr3d,True,True,True,the chair that is beside the radiator,chair,"['radiator', 'chair']","['radiator', 'chair']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
599,scene0180_00,23,[24],find the trash can that is farthest from the door,scene0180_00-trash_can-2-23-24,horizontal,farthest,trash can,['door'],[28],"['find', 'the', 'trash', 'can', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,find the trash can that is farthest from the door,trash can,"['door', 'trash can']","['door', 'trash can']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
600,scene0627_00,43,"[24, 25, 38, 39, 40]",select the picture that is closer to the counter,scene0627_00-picture-6-43-24-25-38-39-40,horizontal,closest,picture,['counter'],[21],"['select', 'the', 'picture', 'that', 'is', 'closer', 'to', 'the', 'counter']",sr3d,True,True,True,select the picture that is closer to the counter,picture,"['counter', 'picture']","['counter', 'picture']","[['counter', 'kitchen counter', 'picture', 'stand', 'bathroom counter', 'block', 'display', 'table', 'object', 'machine', 'step'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
601,scene0673_01,57,[13],"facing the couch from the side you sit on it, choose the picture that is on the back of this couch",scene0673_01-picture-2-57-13,allocentric,back,picture,['couch'],[53],"['facing', 'the', 'couch', 'from', 'the', 'side', 'you', 'sit', 'on', 'it', 'choose', 'the', 'picture', 'that', 'is', 'on', 'the', 'back', 'of', 'this', 'couch']",sr3d,True,True,True,"facing the couch from the side you sit on it, choose the picture that is on the back of this couch",picture,"['couch', 'picture']","['couch', 'picture']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
602,scene0049_00,13,"[12, 14]",find the pillow that is between the tv stand and the dresser,scene0049_00-pillow-3-13-12-14,between,between,pillow,"['tv stand', 'dresser']","[10, 16]","['find', 'the', 'pillow', 'that', 'is', 'between', 'the', 'tv', 'stand', 'and', 'the', 'dresser']",sr3d,True,True,True,find the pillow that is between the tv stand and the dresser,pillow,"['tv stand', 'dresser', 'pillow']","['tv stand', 'dresser', 'pillow']","[['tv stand', 'tv', 'side table', 'end table', 'furniture', 'bookshelf', 'coffee table', 'storage shelf', 'dresser', 'desk', 'step stool'], ['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
603,scene0143_01,9,[7],find the nightstand that is far from the curtain,scene0143_01-nightstand-2-9-7,horizontal,farthest,nightstand,['curtain'],[10],"['find', 'the', 'nightstand', 'that', 'is', 'far', 'from', 'the', 'curtain']",sr3d,True,True,True,find the nightstand that is far from the curtain,nightstand,"['curtain', 'nightstand']","['curtain', 'nightstand']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
604,scene0233_00,30,[31],choose the shelf that is farthest from the laundry hamper,scene0233_00-shelf-2-30-31,horizontal,farthest,shelf,['laundry hamper'],[26],"['choose', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'laundry', 'hamper']",sr3d,True,True,True,choose the shelf that is farthest from the laundry hamper,shelf,"['laundry hamper', 'shelf']","['laundry hamper', 'shelf']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
605,scene0439_01,1,"[0, 28]",find the kitchen cabinets that are near the oven,scene0439_01-kitchen_cabinets-3-1-0-28,horizontal,closest,kitchen cabinets,['oven'],[6],"['find', 'the', 'kitchen', 'cabinets', 'that', 'are', 'near', 'the', 'oven']",sr3d,True,True,True,find the kitchen cabinets that are near the oven,kitchen cabinet,"['oven', 'kitchen cabinet']","['oven', 'kitchen cabinet']","[['oven', 'stove', 'toaster oven', 'microwave', 'toaster', 'stovetop', 'cooking pan', 'heater', 'machine', 'object', 'vent'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
606,scene0510_02,52,"[20, 21]",choose the mirror that is far away from the bar,scene0510_02-mirror-3-52-20-21,horizontal,farthest,mirror,['bar'],[31],"['choose', 'the', 'mirror', 'that', 'is', 'far', 'away', 'from', 'the', 'bar']",sr3d,True,True,True,choose the mirror that is far away from the bar,mirror,"['bar', 'mirror']","['bar', 'mirror']","[['bar', 'tv', 'tap', 'breakfast bar', 'can', 'car', 'handicap bar', 'salt', 'cup', 'desk', 'counter'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car']]"
607,scene0051_00,33,"[14, 23]",find the window that is far away from the mirror,scene0051_00-window-3-33-14-23,horizontal,farthest,window,['mirror'],[39],"['find', 'the', 'window', 'that', 'is', 'far', 'away', 'from', 'the', 'mirror']",sr3d,True,True,True,find the window that is far away from the mirror,window,"['mirror', 'window']","['mirror', 'window']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
608,scene0098_00,21,[20],find the bookshelf that is close to the desk,scene0098_00-bookshelf-2-21-20,horizontal,closest,bookshelf,['desk'],[19],"['find', 'the', 'bookshelf', 'that', 'is', 'close', 'to', 'the', 'desk']",sr3d,True,True,True,find the bookshelf that is close to the desk,bookshelf,"['desk', 'bookshelf']","['desk', 'bookshelf']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
609,scene0002_01,22,[57],choose the lamp that is far away from the microwave,scene0002_01-lamp-2-22-57,horizontal,farthest,lamp,['microwave'],[41],"['choose', 'the', 'lamp', 'that', 'is', 'far', 'away', 'from', 'the', 'microwave']",sr3d,True,True,True,choose the lamp that is far away from the microwave,lamp,"['microwave', 'lamp']","['microwave', 'lamp']","[['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
610,scene0677_00,27,[21],the lamp that is farthest from the tv,scene0677_00-lamp-2-27-21,horizontal,farthest,lamp,['tv'],[17],"['the', 'lamp', 'that', 'is', 'farthest', 'from', 'the', 'tv']",sr3d,True,True,True,the lamp that is farthest from the tv,lamp,"['tv', 'lamp']","['tv', 'lamp']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
611,scene0213_00,0,[1],choose the armchair that is far away from the backpack,scene0213_00-armchair-2-0-1,horizontal,farthest,armchair,['backpack'],[31],"['choose', 'the', 'armchair', 'that', 'is', 'far', 'away', 'from', 'the', 'backpack']",sr3d,True,True,True,choose the armchair that is far away from the backpack,armchair,"['backpack', 'armchair']","['backpack', 'armchair']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['armchair', 'chair', 'office chair', 'furniture', 'rocking chair', 'folded chair', 'couch', 'sofa chair', 'seat', 'carseat', 'footstool']]"
612,scene0106_01,30,"[21, 26, 28]",select the keyboard that is farthest from the laptop,scene0106_01-keyboard-4-30-21-26-28,horizontal,farthest,keyboard,['laptop'],[14],"['select', 'the', 'keyboard', 'that', 'is', 'farthest', 'from', 'the', 'laptop']",sr3d,True,True,True,select the keyboard that is farthest from the laptop,keyboard,"['laptop', 'keyboard']","['laptop', 'keyboard']","[['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
613,scene0239_01,5,[6],choose the bench that is far from the backpack,scene0239_01-bench-2-5-6,horizontal,farthest,bench,['backpack'],[13],"['choose', 'the', 'bench', 'that', 'is', 'far', 'from', 'the', 'backpack']",sr3d,True,True,True,choose the bench that is far from the backpack,bench,"['backpack', 'bench']","['backpack', 'bench']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['bench', 'table', 'chair', 'piano bench', 'armchair', 'couch', 'side table', 'seat', 'workbench', 'desk', 'furniture']]"
614,scene0536_01,2,[3],select the chair that is farthest from the stairs,scene0536_01-chair-2-2-3,horizontal,farthest,chair,['stairs'],[8],"['select', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'stairs']",sr3d,True,True,True,select the chair that is farthest from the stairs,chair,"['stair', 'chair']","['stair', 'chair']","[['stair', 'staircase', 'stair rail', 'step', 'handrail', 'ladder', 'banister', 'railing', 'folded ladder', 'stepladder', 'hand rail'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
615,scene0635_01,26,"[24, 38]",find the curtain that is close to the storage bin,scene0635_01-curtain-3-26-24-38,horizontal,closest,curtain,['storage bin'],[51],"['find', 'the', 'curtain', 'that', 'is', 'close', 'to', 'the', 'storage', 'bin']",sr3d,True,True,True,find the curtain that is close to the storage bin,curtain,"['storage bin', 'curtain']","['storage bin', 'curtain']","[['storage bin', 'plastic storage bin', 'storage container', 'storage box', 'storage organizer', 'plastic bin', 'recycling bin', 'trash bin', 'storage shelf', 'plastic container', 'trash can'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
616,scene0425_00,30,[19],"looking at the front of the bed, select the dresser that is on the left of it",scene0425_00-dresser-2-30-19,allocentric,left,dresser,['bed'],[3],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'dresser', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True,"looking at the front of the bed, select the dresser that is on the left of it",dresser,"['bed', 'dresser']","['bed', 'dresser']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
