,index,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train,target_object,summarized_utterance,anchor_objects,referential_order,ref_objects_rel
569,10514,scene0279_00-pillow-5-26-17-27-49-50,The dark colored throw pillow on the chair.,True,506,132,scene0279_00,pillow,26,"['the', 'dark', 'colored', 'throw', 'pillow', 'on', 'the', 'chair']",nr3d,True,True,True,True,False,True,pillow,the dark colored throw pillow on the chair.,['chair'],"['chair', 'pillow']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
570,27419,scene0254_00-trash_can-2-29-28,The trash can in the far back of the room.,True,66,648,scene0254_00,trash can,29,"['the', 'trash', 'can', 'in', 'the', 'far', 'back', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,trash can,the trash can in the far back.,['picture'],"['picture', 'trash can']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
571,2653,scene0045_00-table-3-7-4-6,When standing in the middle of the room facing the tables the correct one is round and on the far left.,True,411,312,scene0045_00,table,7,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'tables', 'the', 'correct', 'one', 'is', 'round', 'and', 'on', 'the', 'far', 'left']",nr3d,True,True,True,False,False,True,table,the round table on the far left when standing in the middle of the room facing the tables.,[],['table'],"[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
572,20157,scene0000_00-trash_can-3-13-12-14,I am the taller trash can behind the smaller one,True,127,252,scene0000_00,trash can,13,"['i', 'am', 'the', 'taller', 'trash', 'can', 'behind', 'the', 'smaller', 'one']",nr3d,True,True,True,False,True,True,trash can,the taller trash can behind the smaller one.,[],['trash can'],"[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
573,23913,scene0465_00-chair-6-12-11-13-14-15-16,The chair is one of the two facing the window. It is the one on the right.,True,56,579,scene0465_00,chair,12,"['the', 'chair', 'is', 'one', 'of', 'the', 'two', 'facing', 'the', 'window', 'it', 'is', 'the', 'one', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,chair,the chair on the right facing the window.,['window'],"['window', 'chair']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
574,3514,scene0632_00-bookshelf-3-6-0-2,Choose the white bookshelf that sit behind the black bookshelf.,True,308,429,scene0632_00,bookshelf,6,"['choose', 'the', 'white', 'bookshelf', 'that', 'sit', 'behind', 'the', 'black', 'bookshelf']",nr3d,True,True,True,True,False,True,bookshelf,choose the white bookshelf behind the black bookshelf.,[],['bookshelf'],"[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
575,5363,scene0239_00-picture-2-4-11,facing pictures left picture with umbrella in picture,True,629,190,scene0239_00,picture,4,"['facing', 'pictures', 'left', 'picture', 'with', 'umbrella', 'in', 'picture']",nr3d,True,True,True,False,False,True,picture,the left picture with an umbrella.,['umbrella'],"['umbrella', 'picture']","[['umbrella', 'fan', 'lamp', 'bag', 'flag', 'cap', 'hat', 'car', 'mail', 'wig', 'shower'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
576,11262,scene0263_00-box-5-3-1-2-18-29,The box next to the window,True,596,714,scene0263_00,box,3,"['the', 'box', 'next', 'to', 'the', 'window']",nr3d,True,True,False,False,False,True,box,the box next to the window.,['window'],"['window', 'box']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
577,28161,scene0190_00-shelf-2-2-3,Find the shelf that touches the floor.,True,597,132,scene0190_00,shelf,2,"['find', 'the', 'shelf', 'that', 'touches', 'the', 'floor']",nr3d,True,True,True,False,False,True,shelf,the shelf touching the floor.,['floor'],"['floor', 'shelf']","[['floor', 'closet floor', 'carpet', 'shower floor', 'step', 'picture', 'shoe', 'table', 'mat', 'scale', 'toilet'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
578,863,scene0510_00-door-2-7-53,It is the door that you can look into and see shelving units.,True,111,429,scene0510_00,door,7,"['it', 'is', 'the', 'door', 'that', 'you', 'can', 'look', 'into', 'and', 'see', 'shelving', 'units']",nr3d,True,True,True,False,False,True,door,the door with visible shelving units.,['storage shelf'],"['storage shelf', 'door']","[['storage shelf', 'storage organizer', 'shelf', 'closet shelf', 'storage bin', 'bookshelf', 'storage box', 'pantry shelf', 'display rack', 'storage container', 'shoe rack'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
579,26804,scene0646_00-box-2-39-38,The box which is on the floor.,True,564,18,scene0646_00,box,39,"['the', 'box', 'which', 'is', 'on', 'the', 'floor']",nr3d,True,True,True,False,False,True,box,the box on the floor.,['floor'],"['floor', 'box']","[['floor', 'closet floor', 'carpet', 'shower floor', 'step', 'picture', 'shoe', 'table', 'mat', 'scale', 'toilet'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
580,4811,scene0031_00-couch-4-7-6-8-12,Choose the couch next to the square white table.,True,356,45,scene0031_00,couch,7,"['choose', 'the', 'couch', 'next', 'to', 'the', 'square', 'white', 'table']",nr3d,True,True,False,True,True,True,couch,the couch next to the square white table.,['table'],"['table', 'couch']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
581,790,scene0006_00-pillow-6-17-10-11-12-13-18,"The pillow next to the lamp on the left side, from the foot of the beds.",True,67,451,scene0006_00,pillow,17,"['the', 'pillow', 'next', 'to', 'the', 'lamp', 'on', 'the', 'left', 'side', 'from', 'the', 'foot', 'of', 'the', 'beds']",nr3d,True,True,True,False,False,True,pillow,the pillow next to the lamp on the left side.,['lamp'],"['lamp', 'pillow']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
582,6085,scene0279_00-pillow-5-50-17-26-27-49,choose the middle pillow on the bed,True,356,29,scene0279_00,pillow,50,"['choose', 'the', 'middle', 'pillow', 'on', 'the', 'bed']",nr3d,True,True,True,False,False,True,pillow,choose the middle pillow on the bed.,['bed'],"['bed', 'pillow']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
583,4787,scene0561_00-door-6-3-4-5-7-8-23,The door that's closed beside the stair railings,True,694,125,scene0561_00,door,3,"['the', 'door', 'that', 'is', 'closed', 'beside', 'the', 'stair', 'railings']",nr3d,True,True,True,False,False,True,door,the closed door beside the stair railings.,['stair rail'],"['stair rail', 'door']","[['stair rail', 'stair', 'staircase', 'handrail', 'hand rail', 'railing', 'rail', 'banister', 'folded ladder', 'step', 'grab bar'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
584,4167,scene0536_00-window-2-17-16,the window further from the couch,True,220,233,scene0536_00,window,17,"['the', 'window', 'farther', 'from', 'the', 'couch']",nr3d,True,True,True,False,False,True,window,the window far from the couch.,['couch'],"['couch', 'window']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
585,208,scene0419_00-pillow-6-24-21-23-25-26-36,"This pillow is on your left side when you're facing the couch, and it is closest to the middle of the couch.",True,659,429,scene0419_00,pillow,24,"['this', 'pillow', 'is', 'on', 'your', 'left', 'side', 'when', 'you', 'are', 'facing', 'the', 'couch', 'and', 'it', 'is', 'closest', 'to', 'the', 'middle', 'of', 'the', 'couch']",nr3d,True,True,True,False,False,True,pillow,the pillow closest to the middle of the couch on your left side when facing it.,"['couch', 'picture']","['couch', 'picture', 'pillow']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
586,5931,scene0118_00-coffee_table-2-15-11,There is a red book on the coffee table.,True,56,556,scene0118_00,coffee table,15,"['there', 'is', 'a', 'red', 'book', 'on', 'the', 'coffee', 'table']",nr3d,True,True,True,True,False,True,book,a red book on the coffee table.,['coffee table'],"['coffee table', 'book']","[['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table'], ['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board']]"
587,10752,scene0341_00-file_cabinet-4-46-20-22-48,the filing cabinet to the left under the desk with two cabinets together,False,67,127,scene0341_00,file cabinet,46,"['the', 'filing', 'cabinet', 'to', 'the', 'left', 'under', 'the', 'desk', 'with', 'two', 'cabinets', 'together']",nr3d,True,True,True,False,False,True,file cabinet,the filing cabinet under the desk.,['desk'],"['desk', 'file cabinet']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
588,22246,scene0001_00-couch-4-9-0-1-8,it is the couch closest to the small rectangular table in the corner of the room,True,570,623,scene0001_00,couch,9,"['it', 'is', 'the', 'couch', 'closest', 'to', 'the', 'small', 'rectangular', 'table', 'in', 'the', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,True,True,couch,the couch closest to the small rectangular table in the corner.,['table'],"['table', 'couch']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
589,27164,scene0021_00-armchair-2-2-3,"If you were sitting on the couch, the chair would be to your left.",True,56,381,scene0021_00,armchair,2,"['if', 'you', 'were', 'sitting', 'on', 'the', 'couch', 'the', 'chair', 'would', 'be', 'to', 'your', 'left']",nr3d,True,True,True,False,False,True,chair,the chair to the left of the couch.,['couch'],"['couch', 'chair']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
590,16694,scene0043_00-chair-2-3-4,The chair that is pushed up under the desk.,False,374,254,scene0043_00,chair,3,"['the', 'chair', 'that', 'is', 'pushed', 'up', 'under', 'the', 'desk']",nr3d,True,True,True,False,False,True,chair,the chair pushed under the desk.,['desk'],"['desk', 'chair']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
591,24432,scene0054_00-chair-2-32-70,Choose the chair closest to the white door.,True,85,645,scene0054_00,chair,32,"['choose', 'the', 'chair', 'closest', 'to', 'the', 'white', 'door']",nr3d,True,True,True,True,False,True,chair,the chair closest to the white door.,['door'],"['door', 'chair']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
592,20474,scene0323_00-kitchen_cabinet-2-19-6,Pick the upper kitchen cabinets.,True,714,534,scene0323_00,kitchen cabinet,19,"['pick', 'the', 'upper', 'kitchen', 'cabinets']",nr3d,True,True,True,False,False,True,kitchen cabinet,pick the upper kitchen cabinets.,['kitchen counter'],"['kitchen counter', 'kitchen cabinet']","[['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
593,559,scene0141_00-file_cabinet-4-40-18-20-57,The filing cabinet underneath the desk in the corner of the room,True,178,451,scene0141_00,file cabinet,40,"['the', 'filing', 'cabinet', 'underneath', 'the', 'desk', 'in', 'the', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,file cabinet,the filing cabinet under the desk in the corner.,['desk'],"['desk', 'file cabinet']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
594,13939,scene0266_00-lamp-2-25-21,the lamp on top of the white table.,True,94,137,scene0266_00,lamp,25,"['the', 'lamp', 'on', 'top', 'of', 'the', 'white', 'table']",nr3d,True,True,True,True,False,True,lamp,the lamp on the white table.,['table'],"['table', 'lamp']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
595,22996,scene0059_00-couch-3-1-0-2,The couch closest to the small chair.,False,564,706,scene0059_00,couch,1,"['the', 'couch', 'closest', 'to', 'the', 'small', 'chair']",nr3d,True,True,True,False,True,True,couch,the closest couch to the small chair.,['chair'],"['chair', 'couch']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
596,23117,scene0198_00-door-2-11-12,The door you want is the open brown door,True,251,358,scene0198_00,door,11,"['the', 'door', 'you', 'want', 'is', 'the', 'open', 'brown', 'door']",nr3d,True,True,False,True,False,True,door,the open brown door.,[],['door'],"[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
597,806,scene0365_00-bathroom_stall-2-17-19,the stall in the middle of the room,True,67,401,scene0365_00,bathroom stall,17,"['the', 'stall', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,stand,the middle stall.,[],['stand'],"[['stand', 'step', 'display', 'picture', 'structure', 'block', 'machine', 'scale', 'counter', 'frame', 'heater']]"
598,27855,scene0315_00-cabinet-3-38-14-32,The cabinet behind the sofa.,True,175,381,scene0315_00,cabinet,38,"['the', 'cabinet', 'behind', 'the', 'sofa']",nr3d,True,True,True,False,False,True,cabinet,the cabinet behind the sofa.,['sofa'],"['sofa', 'cabinet']","[['sofa', 'sofa bed', 'sofa chair', 'couch', 'couch cushions', 'furniture', 'seat', 'armchair', 'futon', 'chair', 'tv'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
599,19795,scene0503_00-table-5-11-6-7-8-10,it is the table with a green plant on it furthest away from the artwork on the wall,True,570,433,scene0503_00,table,11,"['it', 'is', 'the', 'table', 'with', 'a', 'green', 'plant', 'on', 'it', 'farthest', 'away', 'from', 'the', 'artwork', 'on', 'the', 'wall']",nr3d,True,True,True,True,False,True,table,the table furthest away from the artwork on the wall.,['picture'],"['picture', 'table']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
600,1172,scene0108_00-laptop-2-34-20,choose the laptop with no screen shown,True,500,384,scene0108_00,laptop,34,"['choose', 'the', 'laptop', 'with', 'no', 'screen', 'shown']",nr3d,True,True,False,False,False,True,laptop,choose the laptop with no screen shown.,['picture'],"['picture', 'laptop']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder']]"
601,13191,scene0512_00-bookshelf-2-13-10,The very small bookcase,True,596,564,scene0512_00,bookshelf,13,"['the', 'very', 'small', 'bookcase']",nr3d,True,True,False,False,True,True,bookshelf,the small bookcase.,[],['bookshelf'],"[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
602,19038,scene0638_00-chair-3-1-2-3,This chair is by itself on the side of the table.,True,203,597,scene0638_00,chair,1,"['this', 'chair', 'is', 'by', 'itself', 'on', 'the', 'side', 'of', 'the', 'table']",nr3d,True,True,True,False,False,True,chair,the chair on the side of the table.,['table'],"['table', 'chair']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
603,8354,scene0061_00-pillow-4-7-5-6-8,"Of the three pillows, the middle pilow.",True,564,579,scene0061_00,pillow,7,"['of', 'the', 'three', 'pillows', 'the', 'middle', 'pillow']",nr3d,True,True,True,False,False,True,pillow,the middle pillow.,[],['pillow'],"[['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
604,18863,scene0554_00-bottle-5-25-22-23-24-43,"bottle on the desktop, farthest back in the corner.",False,94,471,scene0554_00,bottle,25,"['bottle', 'on', 'the', 'desktop', 'farthest', 'back', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True,bottle,the bottle in the back corner of the desktop.,['picture'],"['picture', 'bottle']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['bottle', 'water bottle', 'spray bottle', 'beer bottles', 'soap bottle', 'shampoo bottle', 'case of water bottles', 'lotion bottle', 'dispenser', 'cup', 'mouthwash bottle']]"
605,3689,scene0379_00-whiteboard-2-30-31,The whiteboard closest to the book shelf in the corner.,True,181,6,scene0379_00,whiteboard,30,"['the', 'whiteboard', 'closest', 'to', 'the', 'book', 'shelf', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True,whiteboard,the whiteboard closest to the bookshelf in the corner.,['bookshelf'],"['bookshelf', 'whiteboard']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
606,11389,scene0603_00-monitor-2-29-44,"The monitor that has the laptop beside it, not above it.",True,137,45,scene0603_00,monitor,29,"['the', 'monitor', 'that', 'has', 'the', 'laptop', 'beside', 'it', 'not', 'above', 'it']",nr3d,True,True,True,False,False,True,monitor,the monitor with the laptop beside it.,['laptop'],"['laptop', 'monitor']","[['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
607,22380,scene0706_00-picture-3-12-13-23,"The picture on the left, above the bed, when looking from the foot of the bed.",True,322,70,scene0706_00,picture,12,"['the', 'picture', 'on', 'the', 'left', 'above', 'the', 'bed', 'when', 'looking', 'from', 'the', 'foot', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,picture,the picture above the bed on the left.,['bed'],"['bed', 'picture']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
608,901,scene0391_00-desk-6-18-16-19-20-21-22,"stand at the table and look at the cubicle desks, you want the middle options. It will be the front left",True,67,474,scene0391_00,desk,18,"['stand', 'at', 'the', 'table', 'and', 'look', 'at', 'the', 'cubicle', 'desks', 'you', 'want', 'the', 'middle', 'options', 'it', 'will', 'be', 'the', 'front', 'left']",nr3d,True,True,True,False,False,True,desk,the middle cubicle desk in front of the table.,['table'],"['table', 'desk']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
609,18602,scene0350_00-trash_can-3-8-24-41,It's the trash can on the far right of the wall with the sink on it.,True,322,85,scene0350_00,trash can,8,"['it', 'is', 'the', 'trash', 'can', 'on', 'the', 'far', 'right', 'of', 'the', 'wall', 'with', 'the', 'sink', 'on', 'it']",nr3d,True,True,True,False,False,True,trash can,the trash can on the far right of the wall.,['wall'],"['wall', 'trash can']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
610,11787,scene0247_00-window-4-17-13-18-24,There are green couches with an oval table between them. Find the low positioned window across from the chair in that furniture group.,True,29,118,scene0247_00,window,17,"['there', 'are', 'green', 'couches', 'with', 'an', 'oval', 'table', 'between', 'them', 'find', 'the', 'low', 'positioned', 'window', 'across', 'from', 'the', 'chair', 'in', 'that', 'furniture', 'group']",nr3d,True,True,True,True,True,True,window,the low positioned window across from the chair in the furniture group.,"['chair', 'furniture']","['chair', 'furniture', 'window']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['furniture', 'chair', 'armchair', 'couch', 'office chair', 'table', 'futon', 'picture', 'tv stand', 'seat', 'end table'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
611,16846,scene0520_00-whiteboard-2-13-28,"If you are sitting on the couches in the corner, it is the whiteboard to your right.",True,56,137,scene0520_00,whiteboard,13,"['if', 'you', 'are', 'sitting', 'on', 'the', 'couches', 'in', 'the', 'corner', 'it', 'is', 'the', 'whiteboard', 'to', 'your', 'right']",nr3d,True,True,True,False,False,True,whiteboard,the whiteboard to the right of the corner couches.,['couch'],"['couch', 'whiteboard']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
612,8029,scene0361_00-lamp-4-5-4-6-7,The lamp with a shade that is closest to the bookcases along the wall.,False,469,562,scene0361_00,lamp,5,"['the', 'lamp', 'with', 'a', 'shade', 'that', 'is', 'closest', 'to', 'the', 'bookcases', 'along', 'the', 'wall']",nr3d,True,True,True,True,False,True,lamp,the lamp closest to the bookcases along the wall.,"['bookshelf', 'wall']","['bookshelf', 'wall', 'lamp']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
613,1320,scene0117_00-recycling_bin-4-18-19-20-21,There are 3 bins near the trash can. choose the blue one closest to the trash.,True,29,220,scene0117_00,recycling bin,18,"['there', 'are', 'three', 'bins', 'near', 'the', 'trash', 'can', 'choose', 'the', 'blue', 'one', 'closest', 'to', 'the', 'trash']",nr3d,True,True,True,True,False,True,bin,choose the blue bin closest to the trash.,['trash bin'],"['trash bin', 'bin']","[['trash bin', 'trash can', 'plastic bin', 'recycling bin', 'storage bin', 'trash bag', 'garbage bag', 'bin', 'plastic storage bin', 'bucket', 'compost bin'], ['bin', 'trash bin', 'trash can', 'plastic bin', 'mail', 'salt', 'can', 'bag', 'recycling bin', 'storage bin', 'cup']]"
614,23824,scene0566_00-whiteboard-2-15-5,The smaller of the whiteboards.,True,564,358,scene0566_00,whiteboard,15,"['the', 'smaller', 'of', 'the', 'whiteboards']",nr3d,True,True,False,False,True,True,whiteboard,the smaller whiteboard.,['object'],"['object', 'whiteboard']","[['object', 'picture', 'block', 'machine', 'container', 'case', 'structure', 'box', 'decoration', 'light', 'doll'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
615,1304,scene0059_00-backpack-4-41-27-38-40,Red backpack in chair next to chair with blue pack.,True,353,451,scene0059_00,backpack,41,"['red', 'backpack', 'in', 'chair', 'next', 'to', 'chair', 'with', 'blue', 'pack']",nr3d,True,True,False,True,False,True,backpack,red backpack in chair next to blue pack.,"['chair', 'picture']","['chair', 'picture', 'backpack']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
