,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
1229,scene0232_02,21,[9],choose the picture that is in front of the washing machine,scene0232_02-picture-2-21-9,allocentric,front,picture,['washing machine'],[0],"['choose', 'the', 'picture', 'that', 'is', 'in', 'front', 'of', 'the', 'washing', 'machine']",sr3d,True,True,True,choose the picture that is in front of the washing machine,picture,"['washing machine', 'picture']","['washing machine', 'picture']","[['washing machine', 'clothes dryer', 'laundry detergent', 'dishwasher', 'toilet', 'laundry basket', 'trash bin', 'coffee maker', 'machine', 'clothes', 'water cooler'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
1230,scene0271_01,27,[13],choose the backpack that is in the middle of the curtain and the mirror,scene0271_01-backpack-2-27-13,between,between,backpack,"['curtain', 'mirror']","[4, 33]","['choose', 'the', 'backpack', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'curtain', 'and', 'the', 'mirror']",sr3d,True,True,True,choose the backpack that is in the middle of the curtain and the mirror,backpack,"['curtain', 'mirror', 'backpack']","['curtain', 'mirror', 'backpack']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
1231,scene0261_02,8,[7],the door that is closer to the washing machine,scene0261_02-door-2-8-7,horizontal,closest,door,['washing machine'],[14],"['the', 'door', 'that', 'is', 'closer', 'to', 'the', 'washing', 'machine']",sr3d,True,True,True,the door that is closer to the washing machine,door,"['washing machine', 'door']","['washing machine', 'door']","[['washing machine', 'clothes dryer', 'laundry detergent', 'dishwasher', 'toilet', 'laundry basket', 'trash bin', 'coffee maker', 'machine', 'clothes', 'water cooler'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1232,scene0582_02,0,[32],select the window that is close to the couch,scene0582_02-window-2-0-32,horizontal,closest,window,['couch'],[30],"['select', 'the', 'window', 'that', 'is', 'close', 'to', 'the', 'couch']",sr3d,True,True,True,select the window that is close to the couch,window,"['couch', 'window']","['couch', 'window']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
1233,scene0271_01,13,[27],the backpack that is between the dresser and the radiator,scene0271_01-backpack-2-13-27,between,between,backpack,"['dresser', 'radiator']","[9, 32]","['the', 'backpack', 'that', 'is', 'between', 'the', 'dresser', 'and', 'the', 'radiator']",sr3d,True,True,True,the backpack that is between the dresser and the radiator,backpack,"['dresser', 'radiator', 'backpack']","['dresser', 'radiator', 'backpack']","[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
1234,scene0464_00,7,[6],find the trash can that is farthest from the lamp,scene0464_00-trash_can-2-7-6,horizontal,farthest,trash can,['lamp'],[3],"['find', 'the', 'trash', 'can', 'that', 'is', 'farthest', 'from', 'the', 'lamp']",sr3d,True,True,True,find the trash can that is farthest from the lamp,trash can,"['lamp', 'trash can']","['lamp', 'trash can']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
1235,scene0101_00,33,[34],choose the stool that is close to the bed,scene0101_00-stool-2-33-34,horizontal,closest,stool,['bed'],[32],"['choose', 'the', 'stool', 'that', 'is', 'close', 'to', 'the', 'bed']",sr3d,True,True,True,choose the stool that is close to the bed,stool,"['bed', 'stool']","['bed', 'stool']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
1236,scene0002_01,61,"[54, 55, 62]",choose the pillow that is far from the couch,scene0002_01-pillow-4-61-54-55-62,horizontal,farthest,pillow,['couch'],[35],"['choose', 'the', 'pillow', 'that', 'is', 'far', 'from', 'the', 'couch']",sr3d,True,True,True,choose the pillow that is far from the couch,pillow,"['couch', 'pillow']","['couch', 'pillow']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
1237,scene0472_02,25,[11],the kitchen cabinets that are over the kitchen counter,scene0472_02-kitchen_cabinets-2-25-11,vertical,above,kitchen cabinets,['kitchen counter'],[8],"['the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'kitchen', 'counter']",sr3d,True,True,True,the kitchen cabinets that are over the kitchen counter,kitchen cabinet,"['kitchen counter', 'kitchen cabinet']","['kitchen counter', 'kitchen cabinet']","[['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
1238,scene0548_01,18,[10],find the door that is close to the bookshelf,scene0548_01-door-2-18-10,horizontal,closest,door,['bookshelf'],[0],"['find', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'bookshelf']",sr3d,True,True,True,find the door that is close to the bookshelf,door,"['bookshelf', 'door']","['bookshelf', 'door']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1239,scene0247_01,25,"[10, 42, 47, 53]",select the window that is far from the cabinet,scene0247_01-window-5-25-10-42-47-53,horizontal,farthest,window,['cabinet'],[19],"['select', 'the', 'window', 'that', 'is', 'far', 'from', 'the', 'cabinet']",sr3d,True,True,True,select the window that is far from the cabinet,window,"['cabinet', 'window']","['cabinet', 'window']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
1240,scene0601_01,18,"[4, 5]",select the table that is close to the window,scene0601_01-table-3-18-4-5,horizontal,closest,table,['window'],[16],"['select', 'the', 'table', 'that', 'is', 'close', 'to', 'the', 'window']",sr3d,True,True,True,select the table that is close to the window,table,"['window', 'table']","['window', 'table']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
1241,scene0059_01,3,[4],select the couch that is far away from the table,scene0059_01-couch-2-3-4,horizontal,farthest,couch,['table'],[6],"['select', 'the', 'couch', 'that', 'is', 'far', 'away', 'from', 'the', 'table']",sr3d,True,True,True,select the couch that is far away from the table,couch,"['table', 'couch']","['table', 'couch']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
1242,scene0673_00,28,[32],the suitcase that is close to the bookshelf,scene0673_00-suitcase-2-28-32,horizontal,closest,suitcase,['bookshelf'],[33],"['the', 'suitcase', 'that', 'is', 'close', 'to', 'the', 'bookshelf']",sr3d,True,True,True,the suitcase that is close to the bookshelf,suitcase,"['bookshelf', 'suitcase']","['bookshelf', 'suitcase']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['suitcase', 'luggage', 'briefcase', 'duffel bag', 'instrument case', 'case', 'box', 'lunch box', 'guitar case', 'backpack', 'toolbox']]"
1243,scene0673_02,40,[54],choose the bag that is closer to the tv,scene0673_02-bag-2-40-54,horizontal,closest,bag,['tv'],[5],"['choose', 'the', 'bag', 'that', 'is', 'closer', 'to', 'the', 'tv']",sr3d,True,True,True,choose the bag that is closer to the tv,bag,"['tv', 'bag']","['tv', 'bag']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag']]"
1244,scene0056_00,25,"[27, 31]",find the keyboard that is far from the armchair,scene0056_00-keyboard-3-25-27-31,horizontal,farthest,keyboard,['armchair'],[19],"['find', 'the', 'keyboard', 'that', 'is', 'far', 'from', 'the', 'armchair']",sr3d,True,True,True,find the keyboard that is far from the armchair,keyboard,"['armchair', 'keyboard']","['armchair', 'keyboard']","[['armchair', 'chair', 'office chair', 'furniture', 'rocking chair', 'folded chair', 'couch', 'sofa chair', 'seat', 'carseat', 'footstool'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
1245,scene0370_00,28,"[11, 40]",select the door that is farthest from the end table,scene0370_00-door-3-28-11-40,horizontal,farthest,door,['end table'],[19],"['select', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'end', 'table']",sr3d,True,True,True,select the door that is farthest from the end table,door,"['end table', 'door']","['end table', 'door']","[['end table', 'side table', 'table', 'coffee table', 'dining table', 'nightstand', 'folded table', 'tv stand', 'furniture', 'desk', 'round table'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1246,scene0451_02,1,[2],find the cabinet that is far from the bag,scene0451_02-cabinet-2-1-2,horizontal,farthest,cabinet,['bag'],[33],"['find', 'the', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'bag']",sr3d,True,True,True,find the cabinet that is far from the bag,cabinet,"['bag', 'cabinet']","['bag', 'cabinet']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
1247,scene0370_00,30,"[10, 12]",choose the table that is near the window,scene0370_00-table-3-30-10-12,horizontal,closest,table,['window'],[29],"['choose', 'the', 'table', 'that', 'is', 'near', 'the', 'window']",sr3d,True,True,True,choose the table that is near the window,table,"['window', 'table']","['window', 'table']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
1248,scene0362_00,2,[26],select the pillow that is far from the curtain,scene0362_00-pillow-2-2-26,horizontal,farthest,pillow,['curtain'],[1],"['select', 'the', 'pillow', 'that', 'is', 'far', 'from', 'the', 'curtain']",sr3d,True,True,True,select the pillow that is far from the curtain,pillow,"['curtain', 'pillow']","['curtain', 'pillow']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
1249,scene0603_01,35,"[46, 47]",select the shelf that is farthest from the tv,scene0603_01-shelf-3-35-46-47,horizontal,farthest,shelf,['tv'],[18],"['select', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'tv']",sr3d,True,True,True,select the shelf that is farthest from the tv,shelf,"['tv', 'shelf']","['tv', 'shelf']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
1250,scene0266_00,13,"[12, 18]",the table that is near the stool,scene0266_00-table-3-13-12-18,horizontal,closest,table,['stool'],[24],"['the', 'table', 'that', 'is', 'near', 'the', 'stool']",sr3d,True,True,True,the table that is near the stool,table,"['stool', 'table']","['stool', 'table']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
1251,scene0395_02,13,[30],select the file cabinet that is far from the door,scene0395_02-file_cabinet-2-13-30,horizontal,farthest,file cabinet,['door'],[19],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'door']",sr3d,True,True,True,select the file cabinet that is far from the door,file cabinet,"['door', 'file cabinet']","['door', 'file cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
1252,scene0543_02,0,[1],select the chair that is far from the stairs,scene0543_02-chair-2-0-1,horizontal,farthest,chair,['stairs'],[3],"['select', 'the', 'chair', 'that', 'is', 'far', 'from', 'the', 'stairs']",sr3d,True,True,True,select the chair that is far from the stairs,chair,"['stair', 'chair']","['stair', 'chair']","[['stair', 'staircase', 'stair rail', 'step', 'handrail', 'ladder', 'banister', 'railing', 'folded ladder', 'stepladder', 'hand rail'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
1253,scene0124_01,21,[13],select the towel that is in front of the toilet,scene0124_01-towel-2-21-13,allocentric,front,towel,['toilet'],[1],"['select', 'the', 'towel', 'that', 'is', 'in', 'front', 'of', 'the', 'toilet']",sr3d,True,True,True,select the towel that is in front of the toilet,towel,"['toilet', 'towel']","['toilet', 'towel']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
1254,scene0051_01,18,[20],choose the blanket that is far from the keyboard,scene0051_01-blanket-2-18-20,horizontal,farthest,blanket,['keyboard'],[32],"['choose', 'the', 'blanket', 'that', 'is', 'far', 'from', 'the', 'keyboard']",sr3d,True,True,True,choose the blanket that is far from the keyboard,blanket,"['keyboard', 'blanket']","['keyboard', 'blanket']","[['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block'], ['blanket', 'cloth', 'towel', 'pillow', 'sock', 'hand towel', 'picture', 'coat', 'washcloth', 'mattress', 'clothes']]"
1255,scene0101_02,11,[19],find the pillow that is close to the mirror,scene0101_02-pillow-2-11-19,horizontal,closest,pillow,['mirror'],[58],"['find', 'the', 'pillow', 'that', 'is', 'close', 'to', 'the', 'mirror']",sr3d,True,True,True,find the pillow that is close to the mirror,pillow,"['mirror', 'pillow']","['mirror', 'pillow']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
1256,scene0142_00,0,"[25, 35, 40, 41]",select the monitor that is closer to the stool,scene0142_00-monitor-5-0-25-35-40-41,horizontal,closest,monitor,['stool'],[17],"['select', 'the', 'monitor', 'that', 'is', 'closer', 'to', 'the', 'stool']",sr3d,True,True,True,select the monitor that is closer to the stool,monitor,"['stool', 'monitor']","['stool', 'monitor']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
1257,scene0327_00,2,[26],find the door that is close to the telephone,scene0327_00-door-2-2-26,horizontal,closest,door,['telephone'],[8],"['find', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'telephone']",sr3d,True,True,True,find the door that is close to the telephone,door,"['telephone', 'door']","['telephone', 'door']","[['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1258,scene0367_01,10,[12],the curtain that is far away from the table,scene0367_01-curtain-2-10-12,horizontal,farthest,curtain,['table'],[5],"['the', 'curtain', 'that', 'is', 'far', 'away', 'from', 'the', 'table']",sr3d,True,True,True,the curtain that is far away from the table,curtain,"['table', 'curtain']","['table', 'curtain']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
1259,scene0472_01,0,[16],find the kitchen cabinet that is near the nightstand,scene0472_01-kitchen_cabinet-2-0-16,horizontal,closest,kitchen cabinet,['nightstand'],[26],"['find', 'the', 'kitchen', 'cabinet', 'that', 'is', 'near', 'the', 'nightstand']",sr3d,True,True,True,find the kitchen cabinet that is near the nightstand,kitchen cabinet,"['nightstand', 'kitchen cabinet']","['nightstand', 'kitchen cabinet']","[['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
1260,scene0590_01,54,[57],find the picture that is over the couch,scene0590_01-picture-2-54-57,vertical,above,picture,['couch'],[0],"['find', 'the', 'picture', 'that', 'is', 'over', 'the', 'couch']",sr3d,True,True,True,find the picture that is over the couch,picture,"['couch', 'picture']","['couch', 'picture']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
1261,scene0101_02,1,[6],select the shelf that is farthest from the chair,scene0101_02-shelf-2-1-6,horizontal,farthest,shelf,['chair'],[8],"['select', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'chair']",sr3d,True,True,True,select the shelf that is farthest from the chair,shelf,"['chair', 'shelf']","['chair', 'shelf']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
1262,scene0089_00,11,[12],choose the trash can that is farthest from the monitor,scene0089_00-trash_can-2-11-12,horizontal,farthest,trash can,['monitor'],[8],"['choose', 'the', 'trash', 'can', 'that', 'is', 'farthest', 'from', 'the', 'monitor']",sr3d,True,True,True,choose the trash can that is farthest from the monitor,trash can,"['monitor', 'trash can']","['monitor', 'trash can']","[['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
1263,scene0145_00,15,[14],choose the coffee table that is between the whiteboard and the blinds,scene0145_00-coffee_table-2-15-14,between,between,coffee table,"['whiteboard', 'blinds']","[5, 11]","['choose', 'the', 'coffee', 'table', 'that', 'is', 'between', 'the', 'whiteboard', 'and', 'the', 'blinds']",sr3d,True,True,True,choose the coffee table that is between the whiteboard and the blinds,coffee table,"['whiteboard', 'blinds', 'coffee table']","['whiteboard', 'blinds', 'coffee table']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['blinds', 'curtain', 'window', 'cloth', 'paper', 'vent', 'machine', 'light', 'glass', 'block', 'picture'], ['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table']]"
1264,scene0005_00,16,"[3, 4, 5]",the chair that is far away from the cart,scene0005_00-chair-4-16-3-4-5,horizontal,farthest,chair,['cart'],[1],"['the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'cart']",sr3d,True,True,True,the chair that is far away from the cart,chair,"['cart', 'chair']","['cart', 'chair']","[['cart', 'trolley', 'crate', 'container', 'basket', 'picture', 'machine', 'boat', 'suitcase', 'box', 'heater'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
1265,scene0419_00,41,[10],find the door that is in the middle of the box and the tv,scene0419_00-door-2-41-10,between,between,door,"['box', 'tv']","[2, 22]","['find', 'the', 'door', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'box', 'and', 'the', 'tv']",sr3d,True,True,True,find the door that is in the middle of the box and the tv,door,"['box', 'tv', 'door']","['box', 'tv', 'door']","[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate'], ['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1266,scene0640_02,3,"[1, 2]",find the chair that is farthest from the bench,scene0640_02-chair-3-3-1-2,horizontal,farthest,chair,['bench'],[40],"['find', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'bench']",sr3d,True,True,True,find the chair that is farthest from the bench,chair,"['bench', 'chair']","['bench', 'chair']","[['bench', 'table', 'chair', 'piano bench', 'armchair', 'couch', 'side table', 'seat', 'workbench', 'desk', 'furniture'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
1267,scene0582_00,25,[43],select the telephone that is farthest from the radiator,scene0582_00-telephone-2-25-43,horizontal,farthest,telephone,['radiator'],[37],"['select', 'the', 'telephone', 'that', 'is', 'farthest', 'from', 'the', 'radiator']",sr3d,True,True,True,select the telephone that is farthest from the radiator,telephone,"['radiator', 'telephone']","['radiator', 'telephone']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe']]"
1268,scene0092_04,51,[86],find the door that is far from the backpack,scene0092_04-door-2-51-86,horizontal,farthest,door,['backpack'],[95],"['find', 'the', 'door', 'that', 'is', 'far', 'from', 'the', 'backpack']",sr3d,True,True,True,find the door that is far from the backpack,door,"['backpack', 'door']","['backpack', 'door']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
1269,scene0098_01,32,[39],the file cabinet that is far away from the box,scene0098_01-file_cabinet-2-32-39,horizontal,farthest,file cabinet,['box'],[38],"['the', 'file', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'box']",sr3d,True,True,True,the file cabinet that is far away from the box,file cabinet,"['box', 'file cabinet']","['box', 'file cabinet']","[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
1270,scene0250_00,45,"[44, 46]",choose the plant that is far away from the cabinet,scene0250_00-plant-3-45-44-46,horizontal,farthest,plant,['cabinet'],[42],"['choose', 'the', 'plant', 'that', 'is', 'far', 'away', 'from', 'the', 'cabinet']",sr3d,True,True,True,choose the plant that is far away from the cabinet,plant,"['cabinet', 'plant']","['cabinet', 'plant']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
1271,scene0092_03,69,"[17, 18]","looking at the front of the dresser, pick the monitor that is on the left of the dresser",scene0092_03-monitor-3-69-17-18,allocentric,left,monitor,['dresser'],[58],"['looking', 'at', 'the', 'front', 'of', 'the', 'dresser', 'pick', 'the', 'monitor', 'that', 'is', 'on', 'the', 'left', 'of', 'the', 'dresser']",sr3d,True,True,True,"looking at the front of the dresser, pick the monitor that is on the left of the dresser",monitor,"['dresser', 'monitor']","['dresser', 'monitor']","[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
1272,scene0431_00,7,[8],the plant that is close to the light,scene0431_00-plant-2-7-8,horizontal,closest,plant,['light'],[24],"['the', 'plant', 'that', 'is', 'close', 'to', 'the', 'light']",sr3d,True,True,True,the plant that is close to the light,plant,"['light', 'plant']","['light', 'plant']","[['light', 'night light', 'picture', 'star', 'object', 'machine', 'heater', 'switch', 'candle', 'film light', 'block'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
